asset,facility,state
161524,Scripps Memorial Hospital La Jolla Campus,In Service
172453,Scripps Memorial Hospital Encinitas Campus,In Service
160846,Scripps Mercy Hospital San Diego Campus,In Service
159314,Scripps Memorial Hospital La Jolla Campus,In Service
160155,Scripps Memorial Hospital La Jolla Campus,In Service
160260,Scripps Memorial Hospital La Jolla Campus,In Service
160362,Scripps Memorial Hospital La Jolla Campus,In Service
160457,Scripps Memorial Hospital La Jolla Campus,In Service
162180,Scripps Mercy Hospital Chula Vista Campus,In Service
160060,Scripps Green Hospital Campus,In Service
167013,Scripps Mercy Hospital San Diego Campus,In Service
172387,Scripps Memorial Hospital La Jolla Campus,In Service
162017,Scripps Memorial Hospital La Jolla Campus,In Service
161449,Scripps Memorial Hospital La Jolla Campus,In Service
160724,Scripps Mercy Hospital San Diego Campus,In Service
162385,Scripps Mercy Hospital Chula Vista Campus,In Service
161636,Scripps Memorial Hospital La Jolla Campus,In Service
158693,Scripps Memorial Hospital Encinitas Campus,In Service
158769,Scripps Memorial Hospital Encinitas Campus,In Service
156632,Scripps Memorial Hospital Encinitas Campus,In Service
159403,Scripps Mercy Hospital San Diego Campus,In Service
160383,Scripps Memorial Hospital La Jolla Campus,In Service
160482,Scripps Memorial Hospital La Jolla Campus,In Service
160522,Scripps Mercy Hospital San Diego Campus,In Service
160670,Scripps Mercy Hospital San Diego Campus,In Service
158565,Scripps Memorial Hospital Encinitas Campus,In Service
158567,Scripps Memorial Hospital Encinitas Campus,In Service
161666,Scripps Memorial Hospital La Jolla Campus,In Service
158788,Scripps Memorial Hospital Encinitas Campus,In Service
157679,Scripps Clinics and Coastal Medical Centers,In Service
159346,Scripps Mercy Hospital San Diego Campus,In Service
159349,Scripps Mercy Hospital San Diego Campus,In Service
162145,Scripps Mercy Hospital Chula Vista Campus,In Service
161964,Scripps Memorial Hospital La Jolla Campus,In Service
162353,Scripps Mercy Hospital Chula Vista Campus,In Service
154887,Scripps Memorial Hospital La Jolla Campus,In Service
160826,Scripps Mercy Hospital San Diego Campus,In Service
168599,Scripps Memorial Hospital Encinitas Campus,In Service
157588,Scripps Green Hospital Campus,In Service
173645,Scripps Green Hospital Campus,In Service
157707,Scripps Green Hospital Campus,In Service
159784,Scripps Green Hospital Campus,In Service
159906,Scripps Green Hospital Campus,In Service
160232,Scripps Memorial Hospital La Jolla Campus,In Service
160007,Scripps Green Hospital Campus,In Service
172006,Scripps Mercy Hospital San Diego Campus,In Service
162101,Scripps Mercy Hospital Chula Vista Campus,In Service
166967,Scripps Clinics and Coastal Medical Centers,In Service
160010,Scripps Clinics and Coastal Medical Centers,In Service
162241,Scripps Mercy Hospital Chula Vista Campus,In Service
161432,Scripps Memorial Hospital La Jolla Campus,In Service
158535,Scripps Memorial Hospital Encinitas Campus,In Service
161531,Scripps Memorial Hospital La Jolla Campus,In Service
161618,Scripps Memorial Hospital La Jolla Campus,In Service
158754,Scripps Memorial Hospital Encinitas Campus,In Service
159377,Scripps Memorial Hospital La Jolla Campus,In Service
159812,Scripps Green Hospital Campus,In Service
159939,Scripps Green Hospital Campus,In Service
160042,Scripps Green Hospital Campus,Retired
159390,Scripps Mercy Hospital San Diego Campus,In Service
159392,Scripps Mercy Hospital San Diego Campus,In Service
167586,Scripps Mercy Hospital San Diego Campus,In Service
159536,Scripps Mercy Hospital San Diego Campus,In Service
159539,Scripps Mercy Hospital San Diego Campus,In Service
162321,Scripps Mercy Hospital Chula Vista Campus,In Service
172341,Scripps Memorial Hospital La Jolla Campus,In Service
158618,Scripps Memorial Hospital Encinitas Campus,In Service
158695,Scripps Memorial Hospital Encinitas Campus,In Service
159744,Scripps Green Hospital Campus,In Service
151504,Scripps Mercy Hospital Chula Vista Campus,In Service
159847,Scripps Green Hospital Campus,In Service
159332,Scripps Mercy Hospital San Diego Campus,In Service
160071,Scripps Green Hospital Campus,In Service
159409,Scripps Mercy Hospital San Diego Campus,In Service
167028,Scripps Memorial Hospital Encinitas Campus,In Service
162135,Scripps Mercy Hospital Chula Vista Campus,In Service
162206,Scripps Mercy Hospital Chula Vista Campus,In Service
160599,Scripps Mercy Hospital San Diego Campus,In Service
160676,Scripps Mercy Hospital San Diego Campus,In Service
172457,Scripps Mercy Hospital Chula Vista Campus,In Service
158569,Scripps Memorial Hospital Encinitas Campus,In Service
169045,Scripps Mercy Hospital San Diego Campus,In Service
157682,Scripps Green Hospital Campus,In Service
162717,Scripps Memorial Hospital Encinitas Campus,In Service
159767,Scripps Green Hospital Campus,In Service
160213,Scripps Memorial Hospital La Jolla Campus,In Service
159989,Scripps Green Hospital Campus,In Service
160096,Scripps Green Hospital Campus,In Service
177039,Scripps Mercy Hospital San Diego Campus,In Service
161308,Scripps Memorial Hospital La Jolla Campus,In Service
160616,Scripps Mercy Hospital San Diego Campus,In Service
161405,Scripps Memorial Hospital La Jolla Campus,In Service
158514,Scripps Memorial Hospital Encinitas Campus,In Service
160696,Scripps Mercy Hospital San Diego Campus,In Service
158658,Scripps Memorial Hospital Encinitas Campus,In Service
158812,Scripps Memorial Hospital Encinitas Campus,In Service
159785,Scripps Green Hospital Campus,In Service
160137,Scripps Memorial Hospital La Jolla Campus,In Service
160244,Scripps Memorial Hospital La Jolla Campus,In Service
160342,Scripps Memorial Hospital La Jolla Campus,In Service
160437,Scripps Memorial Hospital La Jolla Campus,Retired
156400,Scripps Memorial Hospital Encinitas Campus,In Service
162237,Scripps Mercy Hospital Chula Vista Campus,In Service
161333,Scripps Memorial Hospital La Jolla Campus,In Service
162707,Scripps Clinics and Coastal Medical Centers,In Service
162374,Scripps Mercy Hospital Chula Vista Campus,In Service
158679,Scripps Memorial Hospital Encinitas Campus,In Service
158830,Scripps Memorial Hospital Encinitas Campus,In Service
159361,Scripps Memorial Hospital La Jolla Campus,In Service
160166,Scripps Memorial Hospital La Jolla Campus,In Service
160266,Scripps Mercy Hospital Chula Vista Campus,In Service
160367,Scripps Memorial Hospital La Jolla Campus,In Service
160464,Scripps Memorial Hospital La Jolla Campus,In Service
160511,Scripps Mercy Hospital San Diego Campus,In Service
160580,Scripps Mercy Hospital San Diego Campus,In Service
169278,Scripps Memorial Hospital La Jolla Campus,In Service
160658,Scripps Mercy Hospital San Diego Campus,In Service
162393,Scripps Mercy Hospital Chula Vista Campus,In Service
160796,Scripps Mercy Hospital San Diego Campus,In Service
158848,Scripps Memorial Hospital Encinitas Campus,In Service
157608,Scripps Clinics and Coastal Medical Centers,In Service
159480,Scripps Mercy Hospital San Diego Campus,In Service
162131,Scripps Mercy Hospital Chula Vista Campus,In Service
177041,Scripps Mercy Hospital San Diego Campus,In Service
161933,Scripps Clinics and Coastal Medical Centers,In Service
160601,Scripps Mercy Hospital San Diego Campus,In Service
162066,Scripps Corporate and Business Services,In Service
160744,Scripps Mercy Hospital San Diego Campus,In Service
158571,Scripps Memorial Hospital Encinitas Campus,In Service
161572,Scripps Memorial Hospital La Jolla Campus,In Service
158639,Scripps Memorial Hospital Encinitas Campus,In Service
158717,Scripps Memorial Hospital Encinitas Campus,In Service
160896,Scripps Mercy Hospital San Diego Campus,In Service
166913,Scripps Mercy Hospital Chula Vista Campus,In Service
157687,Scripps Green Hospital Campus,In Service
159878,Scripps Clinics and Coastal Medical Centers,In Service
159881,Scripps Green Hospital Campus,In Service
160692,Scripps Mercy Hospital San Diego Campus,In Service
161508,Scripps Memorial Hospital La Jolla Campus,In Service
160759,Scripps Mercy Hospital San Diego Campus,In Service
160834,Scripps Mercy Hospital San Diego Campus,In Service
159789,Scripps Green Hospital Campus,In Service
160240,Scripps Memorial Hospital La Jolla Campus,In Service
159375,Scripps Mercy Hospital San Diego Campus,In Service
159440,Scripps Mercy Hospital San Diego Campus,In Service
159518,Scripps Mercy Hospital San Diego Campus,In Service
156396,Scripps Memorial Hospital Encinitas Campus,In Service
160564,Scripps Mercy Hospital San Diego Campus,In Service
160710,Scripps Mercy Hospital San Diego Campus,In Service
158604,Scripps Memorial Hospital Encinitas Campus,In Service
160851,Scripps Mercy Hospital San Diego Campus,In Service
159834,Scripps Memorial Hospital Encinitas Campus,In Service
159391,Scripps Mercy Hospital San Diego Campus,In Service
172436,Scripps Memorial Hospital La Jolla Campus,In Service
162184,Scripps Mercy Hospital Chula Vista Campus,In Service
162187,Scripps Mercy Hospital Chula Vista Campus,In Service
167018,Scripps Mercy Hospital San Diego Campus,In Service
161356,Scripps Memorial Hospital La Jolla Campus,In Service
162026,Scripps Memorial Hospital La Jolla Campus,In Service
161453,Scripps Memorial Hospital La Jolla Campus,In Service
160728,Scripps Mercy Hospital San Diego Campus,In Service
162389,Scripps Mercy Hospital Chula Vista Campus,In Service
158773,Scripps Memorial Hospital Encinitas Campus,In Service
157660,Scripps Green Hospital Campus,In Service
157663,Scripps Green Hospital Campus,In Service
159877,Scripps Memorial Hospital La Jolla Campus,In Service
160190,Scripps Memorial Hospital La Jolla Campus,In Service
159963,Scripps Green Hospital Campus,In Service
160292,Scripps Memorial Hospital La Jolla Campus,In Service
160072,Scripps Clinics and Coastal Medical Centers,In Service
160387,Scripps Memorial Hospital La Jolla Campus,In Service
160486,Scripps Memorial Hospital La Jolla Campus,In Service
166960,Scripps Green Hospital Campus,In Service
161936,Scripps Memorial Hospital La Jolla Campus,In Service
162274,Scripps Mercy Hospital Chula Vista Campus,In Service
161385,Scripps Memorial Hospital La Jolla Campus,In Service
160675,Scripps Mercy Hospital San Diego Campus,In Service
161480,Scripps Memorial Hospital La Jolla Campus,In Service
158795,Scripps Memorial Hospital Encinitas Campus,In Service
158869,Scripps Memorial Hospital Encinitas Campus,In Service
169055,Scripps Mercy Hospital San Diego Campus,In Service
160115,Scripps Memorial Hospital La Jolla Campus,In Service
159356,Scripps Mercy Hospital San Diego Campus,In Service
160321,Scripps Memorial Hospital La Jolla Campus,In Service
160416,Scripps Memorial Hospital La Jolla Campus,In Service
162149,Scripps Mercy Hospital Chula Vista Campus,In Service
161968,Scripps Memorial Hospital Encinitas Campus,In Service
162357,Scripps Mercy Hospital Chula Vista Campus,In Service
169053,Scripps Mercy Hospital San Diego Campus,In Service
158734,Scripps Memorial Hospital Encinitas Campus,In Service
161927,Scripps Mercy Hospital San Diego Campus,In Service
160141,Scripps Memorial Hospital La Jolla Campus,In Service
159912,Scripps Green Hospital Campus,In Service
159378,Scripps Mercy Hospital San Diego Campus,In Service
162168,Scripps Mercy Hospital Chula Vista Campus,In Service
166928,Scripps Mercy Hospital San Diego Campus,In Service
161996,Scripps Memorial Hospital La Jolla Campus,In Service
160636,Scripps Mercy Hospital San Diego Campus,In Service
160854,Scripps Mercy Hospital San Diego Campus,In Service
171874,Scripps Mercy Hospital San Diego Campus,In Service
159714,Scripps Green Hospital Campus,In Service
159809,Scripps Green Hospital Campus,In Service
160163,Scripps Memorial Hospital La Jolla Campus,In Service
159313,Scripps Mercy Hospital San Diego Campus,In Service
166982,Scripps Memorial Hospital La Jolla Campus,In Service
160046,Scripps Green Hospital Campus,In Service
162117,Scripps Green Hospital Campus,In Service
162258,Scripps Mercy Hospital Chula Vista Campus,In Service
173053,Scripps Memorial Hospital La Jolla Campus,In Service
158622,Scripps Memorial Hospital Encinitas Campus,In Service
158698,Scripps Memorial Hospital Encinitas Campus,In Service
162200,Scripps Memorial Hospital Encinitas Campus,In Service
159788,Scripps Memorial Hospital La Jolla Campus,In Service
159851,Scripps Green Hospital Campus,In Service
160290,Scripps Memorial Hospital La Jolla Campus,In Service
167048,Scripps Memorial Hospital La Jolla Campus,In Service
159768,Scripps Green Hospital Campus,In Service
166935,Scripps Green Hospital Campus,In Service
160597,Scripps Mercy Hospital San Diego Campus,In Service
161381,Scripps Memorial Hospital La Jolla Campus,In Service
154873,Scripps Mercy Hospital Chula Vista Campus,In Service
161478,Scripps Memorial Hospital La Jolla Campus,In Service
160814,Scripps Mercy Hospital San Diego Campus,In Service
160817,Scripps Mercy Hospital San Diego Campus,In Service
158865,Scripps Memorial Hospital Encinitas Campus,In Service
163724,Scripps Memorial Hospital Encinitas Campus,Retired
160111,Scripps Memorial Hospital La Jolla Campus,In Service
160217,Scripps Memorial Hospital La Jolla Campus,In Service
160317,Scripps Memorial Hospital La Jolla Campus,In Service
160094,Scripps Clinics and Coastal Medical Centers,In Service
159423,Scripps Mercy Hospital San Diego Campus,In Service
160413,Scripps Memorial Hospital La Jolla Campus,In Service
159499,Scripps Mercy Hospital San Diego Campus,In Service
160781,Scripps Memorial Hospital La Jolla Campus,In Service
156380,Scripps Memorial Hospital Encinitas Campus,In Service
162151,Scripps Mercy Hospital Chula Vista Campus,In Service
159853,Scripps Green Hospital Campus,In Service
160544,Scripps Mercy Hospital San Diego Campus,In Service
162219,Scripps Mercy Hospital Chula Vista Campus,In Service
161409,Scripps Memorial Hospital La Jolla Campus,In Service
161505,Scripps Memorial Hospital La Jolla Campus,In Service
161594,Scripps Memorial Hospital La Jolla Campus,In Service
167588,Scripps Mercy Hospital Chula Vista Campus,In Service
168840,Scripps Green Hospital Campus,In Service
158810,Scripps Memorial Hospital Encinitas Campus,In Service
169048,Scripps Mercy Hospital San Diego Campus,In Service
162062,Scripps Green Hospital Campus,In Service
160441,Scripps Memorial Hospital La Jolla Campus,In Service
204475,Scripps Memorial Hospital La Jolla Campus,In Service
166989,Scripps Center for Learning and Innovation, In Service
160012,Scripps Center for Learning and Innovation, In Service
160107,Scripps Center for Learning and Innovation, In Service
159925,Scripps Center for Learning and Innovation, In Service
171985,Scripps Center for Learning and Innovation, In Service
